Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Latitude,Longitude,Elevation,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km,Region,Subregion,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5
263060,Gede-Pangrango,Stratovolcano(es),1957,Indonesia,-6.786,106.983,3026,2500,154390,2315469,40640105,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
258001,Gemini-Oscostar,Stratovolcano,1996,Vanuatu,-20.957,170.13,-33,0,0,0,187,Melanesia and Australia,Pacific Ocean (southwestern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
353081,Genovesa,Shield,Unknown,Ecuador,0.32,-89.958,64,197,197,197,2665,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
214070,Ghegham Volcanic Ridge,Volcanic field,-1900,Armenia,40.283,45,3597,1265153,1265153,1265153,3151168,Mediterranean and Western Asia,Western Asia,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , 
242022,Giggenbach,Stratovolcano,Unknown,New Zealand,-30.036,-178.712,-65,0,0,0,0,New Zealand to Fiji,Kermadec Islands,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , 
321020,Glacier Peak,Stratovolcano,1700,United States,48.112,-121.113,3213,0,0,23,1340896,Canada and Western USA,USA (Washington),Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , 
341097,"Gloria, La",Volcanic field,Unknown,Mexico,19.33,-97.25,3500,108512,108512,290739,5697562,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,Dacite, , , , 
253041,Goodenough,Volcanic field,Unknown,Papua New Guinea,-9.358,150.246,220,7639,7639,17932,127955,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
300070,Gorely,Caldera,2010,Russia,52.5549,158.0358,1799,0,0,19,250293,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , 
300550,Gorny Institute,Stratovolcano,1250,Russia,57.33,160.2,2125,0,0,17,3454,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
382040,Graciosa,Stratovolcano,-1950,Portugal,39.02,-27.97,402,2500,5941,6153,96656,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , 
383040,Gran Canaria,Fissure vent(s),40,Spain,28,-15.58,1950,1101,8049,697199,1119998,Atlantic Ocean,Canary Islands,Intraplate / Intermediate crust (15-25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , 
344101,Granada,Fissure vent(s),Unknown,Nicaragua,11.9,-85.979,250,105952,137880,678798,2722372,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , ,Dacite, , , , 
311120,Great Sitkin,Stratovolcano,2024,United States,52.076,-176.13,1740,0,0,0,0,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Trachyte / Trachydacite, , , , 
312190,Griggs,Stratovolcano,-1790,United States,58.354,-155.092,2317,0,0,0,654,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Dacite, , , , 
233001,"Grille, La",Shield,Unknown,Comoros,-11.47,43.33,1087,154373,154373,243474,371795,Middle East and Indian Ocean,Indian Ocean (western),Intraplate / Oceanic crust (< 15 km),Evidence Credible,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , 
371060,Grimsnes,Volcanic field,-3500,Iceland,64.05,-20.883,200,6253,6253,11236,197798,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
373010,Grimsvotn,Caldera,2011,Iceland,64.416,-17.316,1719,0,0,0,1736,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
221116,Groppo,Volcanic field,Unknown,Ethiopia,11.816,40.242,852,2411,10358,93790,2462199,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible, , , , , , , , , , 
352020,Guagua Pichincha,Stratovolcano,2002,Ecuador,-0.171,-78.598,4784,449,32488,2064475,3581801,South America,Ecuador,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
355020,Guallatiri,Stratovolcano,1960,Chile,-18.42,-69.092,6071,0,63,2290,45906,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , 
355093,Guayaques,Lava dome(s),Unknown,Chile-Bolivia,-22.895,-67.566,5598,2,26,408,9770,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
343052,Guazapa,Stratovolcano,Unknown,El Salvador,13.9,-89.12,1438,6492,94131,2488228,6800406,México and Central America,El Salvador and Honduras,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , 
221124,Gufa,Volcanic field,Unknown,Eritrea-Djibouti,12.55,42.53,600,1651,1651,6301,186649,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
284190,Guguan,Stratovolcano,1883,United States,17.307,145.845,287,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
263130,Guntur,Complex,1847,Indonesia,-7.143,107.841,2251,4652,218012,3412038,24486191,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
284050,Hachijojima,Stratovolcano(es),1606,Japan,33.137,139.766,854,11275,13560,13564,14082,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
283250,Hachimantai,Stratovolcano,-5350,Japan,39.958,140.854,1613,268,1261,89833,3131126,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
275001,Hainan Volcanic Field,Volcanic field,1933,China,19.905,110.229,196,1731229,1731229,1731229,6213231,Philippines and SE Asia,Southeast Asia,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
283280,Hakkodasan,Stratovolcano(es),1550,Japan,40.659,140.877,1585,225,730,476624,1921667,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , 
283020,Hakoneyama,Complex,2015,Japan,35.233,139.021,1438,14140,53755,1543563,30282197,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
283050,Hakusan,Stratovolcano,1659,Japan,36.155,136.771,2702,474,807,63965,5959200,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
332060,Haleakala,Shield,1750,United States,20.708,-156.25,3055,26074,26074,65398,157582,Hawaii and Pacific Ocean,Hawaiian Islands,Intraplate / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
306040,Halla,Shield,1007,South Korea,33.361,126.53,1919,134,2653,482766,543082,Kamchatka and Mainland Asia,Korea,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite, , , , 
221022,Hanish,Shield,Unknown,Yemen,13.72,42.73,422,219,304,811,850223,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , 
251041,Hankow Reef,Stratovolcano,Unknown,Papua New Guinea,-4.883,146.717,-5,0,0,0,50983,Melanesia and Australia,Northeast of New Guinea,Subduction zone / Continental crust (>25 km),Evidence Uncertain,No Data (checked), , , , , , , , , 
252100,Hargy,Stratovolcano,950,Papua New Guinea,-5.33,151.1,1148,84,5093,14613,85504,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
283122,Harunasan,Stratovolcano,550,Japan,36.477,138.851,1449,1135,36116,1185012,14076385,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
213002,Hasandag-Keciboyduran Volcanic Complex,Stratovolcano,Unknown,Turkiye,38.13,34.17,3253,235,4979,174584,1362673,Mediterranean and Western Asia,Turkey,Intraplate / Continental crust (>25 km),Evidence Credible,Dacite,Andesite / Basaltic Andesite,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , 
242005,Havre Seamount,Stratovolcano,2012,New Zealand,-31.08,-179.033,-897,0,0,0,0,New Zealand to Fiji,Kermadec Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed, , , , , , , , , , 
313050,Hayes,Stratovolcano,1200,United States,61.64,-152.411,3034,0,0,0,151,Alaska,Alaska (southwestern),Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , 
231110,"Haylan, Jabal",Volcanic field,-1200,Yemen,15.4,45.1,1550,225754,225754,225754,4164209,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
221091,Hayli Gubbi,Shield,Unknown,Ethiopia,13.51,40.722,493,0,83,4266,179357,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite, , , , , , , 
241140,Healy,Stratovolcano,1360,New Zealand,-35.004,178.973,-980,0,0,0,0,New Zealand to Fiji,New Zealand,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite, , , , ,Rhyolite,Basalt / Picro-Basalt, , , 
234010,Heard,Stratovolcano,2008,Australia,-53.106,73.513,2745,0,0,0,0,Middle East and Indian Ocean,Indian Ocean (southern),Intraplate / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , , , , 
320040,Heart Peaks,Shield,Unknown,Canada,58.6,-131.97,2012,0,0,0,261,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Rhyolite, , ,Trachyte / Trachydacite, , , , 
373082,Heidarspordar,Fissure vent,-300,Iceland,65.583,-16.817,490,0,0,0,0,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Eruption Dated, , , , , , , , , , 
372070,Hekla,Stratovolcano,2000,Iceland,63.983,-19.666,1490,0,0,298,22845,Iceland and Arctic Ocean,Iceland (southern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Dacite, , , , , , 
370020,Helgrindur,Volcanic field,Unknown,Iceland,64.866,-23.283,986,753,753,2312,20018,Iceland and Arctic Ocean,Iceland (western),Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
324040,Hell's Half Acre,Shield,-3250,United States,43.5,-112.45,1631,0,305,12646,295506,Canada and Western USA,USA (Idaho),Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
371050,Hengill,Crater rows,150,Iceland,64.083,-21.416,803,5722,5722,124106,204855,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , 
311220,Herbert,Stratovolcano,Unknown,United States,52.742,-170.111,1280,0,0,0,30,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
221171,Hertali,Fissure vent,Unknown,Ethiopia,9.78,40.33,900,474,2243,65271,2279187,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
383020,Hierro,Shield,2012,Spain,27.73,-18.03,1500,20321,20321,20321,43696,Atlantic Ocean,Canary Islands,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite,Foidite, , , 
283191,Hijiori,Caldera,Unknown,Japan,38.5992,140.1617,552,83511,83511,302176,4338240,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite, , , , , , , , , 
268052,Hiri,Stratovolcano,Unknown,Indonesia,0.9,127.32,630,5650,11454,295487,550526,Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
290060,Hitokappu Volcano Group [Bogatyr Ridge],Stratovolcano,Unknown,Japan - administered by Russia,44.857,147.403,1610,5,130,1268,5735,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
283131,Hiuchigatake,Stratovolcano,1544,Japan,36.955,139.285,2356,179,720,18567,7523509,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
390110,Hodson,Stratovolcano,Unknown,United Kingdom,-56.712,-27.176,835,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
371090,Hofsjokull,Fissure vent(s),Unknown,Iceland,64.833,-18.766,1765,0,0,0,3436,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Rhyolite, , , , , , , , 
285020,Hokkaido-Komagatake,Stratovolcano,2000,Japan,42.063,140.677,1131,173,23091,234213,962081,"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
335020,Hollister Ridge,Fissure vent,Unknown,Undersea Features,-53.998,-139.845,-1000,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (southern),Intraplate / Oceanic crust (< 15 km),Evidence Uncertain,No Data (checked), , , , , , , , , 
222070,Homa Mountain,Complex,Unknown,Kenya,-0.38,34.5,1751,16124,60670,628701,10069120,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Evidence Credible,Foidite,Phonolite, , , , , , , , 
243080,Home Reef,Stratovolcano,2023,Tonga,-18.992,-174.775,-10,0,0,142,21334,New Zealand to Fiji,Tonga Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite, , , , , , , , , 
305010,Honggeertu,Volcanic field,Unknown,China,41.59,113.111,1605,46721,46721,112975,1830539,Kamchatka and Mainland Asia,China (eastern),Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , 
322010,Hood,Stratovolcano,1866,United States,45.374,-121.695,3426,0,850,9721,2067520,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite, , , , 
320080,Hoodoo Mountain,Pyroclastic cone(s),-7050,Canada,56.78,-131.28,1850,0,0,0,2330,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Eruption Dated,Phonolite,Trachyte / Trachydacite, , , ,Basalt / Picro-Basalt, , , , 
358023,Hornopiren,Stratovolcano,340,Chile,-41.874,-72.431,1572,10,116,5345,332598,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , 
371051,Hromundartindur,Stratovolcano,Unknown,Iceland,64.083,-21.333,550,5738,5738,26028,201964,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , 
332040,Hualalai,Shield,1801,United States,19.692,-155.87,2523,35906,35906,46959,166240,Hawaii and Pacific Ocean,Hawaiian Islands,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , 
354005,Huambo,Volcanic field,-700,Peru,-15.78,-72.08,4554,301,1157,7271,1028814,South America,Peru,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite, , , , ,Andesite / Basaltic Andesite, , , , 
357123,Huanquihue Group,Stratovolcano(es),1750,Argentina,-39.887,-71.58,2189,22,108,3515,190322,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
