Volcano Number,Eruption Number,Volcano Name,Area of Activity,VEI,Start Date,days,End Date,Eruption Category,Evidence Method (dating),Latitude,Longitude
284110,22509,Kita-Ioto,,NA,2023-05-11,0,2023-05-11,Uncertain Eruption,Observations: Reported,25.424,141.284
252120,22508,Ulawun,,1,2023-03-28,0,2023-03-28,Confirmed Eruption,Observations: Reported,-5.05,151.33
284070,22505,Myojinsho,,NA,2023-01-26,0,2023-01-26,Uncertain Eruption,Observations: Reported,31.888,139.918
345070,22458,Turrialba,,1,2022-07-17,0,2022-07-17,Confirmed Eruption,Observations: Reported,10.025,-83.767
252120,22453,Ulawun,,2,2022-06-02,0,2022-06-02,Confirmed Eruption,Observations: Reported,-5.05,151.33
261230,22446,Dempo,,1,2022-05-31,0,2022-05-31,Confirmed Eruption,Observations: Reported,-4.016,103.121
257020,22445,Gaua,Mt. Garet,1,2022-05-03,0,2022-05-03,Confirmed Eruption,Observations: Reported,-14.281,167.514
260010,22449,Barren Island,,NA,2022-05-15,0,2022-05-15,Uncertain Eruption,Observations: Satellite (infrared),12.278,93.858
345040,22448,Poas,Crater lake - Fumarola Naranja,1,2022-04-06,0,2022-04-06,Confirmed Eruption,Observations: Reported,10.2,-84.233
351060,22451,Purace,Between Puracé and Curiquinga,1,2022-03-29,0,2022-03-29,Confirmed Eruption,Observations: Reported,2.32,-76.4
284110,22447,Kita-Ioto,Funka-Asane,1,2022-03-27,0,2022-03-27,Confirmed Eruption,Observations: Reported,25.424,141.284
264050,22434,Sangeang Api,,2,2022-02-17,0,2022-02-17,Confirmed Eruption,Observations: Reported,-8.2,119.07
290260,22484,Chirinkotan,,2,2022-10-07,0,2022-10-07,Confirmed Eruption,Observations: Reported,48.98,153.48
264260,22437,"Tara, Batu",,NA,2022-01-31,0,2022-01-31,Uncertain Eruption,Observations: Reported,-7.791,123.585
264270,22405,Sirung,,1,2021-07-21,0,2021-07-21,Confirmed Eruption,Observations: Reported,-8.508,124.13
263200,22397,Dieng Volcanic Complex,,1,2021-04-29,0,2021-04-29,Confirmed Eruption,Observations: Reported,-7.2,109.879
273083,22423,Pinatubo,,1,2021-11-30,0,2021-11-30,Confirmed Eruption,Observations: Reported,15.13,120.35
257020,22475,Gaua,Mt. Garet,1,2021-11-16,0,2021-11-16,Confirmed Eruption,Observations: Reported,-14.281,167.514
282050,22391,Kuchinoerabujima,,1,2020-08-29,0,2020-08-29,Confirmed Eruption,Observations: Reported,30.443,130.217
311240,22361,Cleveland,,3,2020-06-01,0,2020-06-01,Confirmed Eruption,Observations: Reported,52.825,-169.944
282060,22359,Kikai,,1,2020-04-29,0,2020-04-29,Confirmed Eruption,Observations: Reported,30.793,130.305
343100,22355,San Miguel,,1,2020-02-22,0,2020-02-22,Confirmed Eruption,Observations: Reported,13.434,-88.269
282060,22374,Kikai,,1,2020-10-06,0,2020-10-06,Confirmed Eruption,Observations: Reported,30.793,130.305
344020,22311,San Cristobal,,1,2019-03-04,0,2019-03-04,Confirmed Eruption,Observations: Reported,12.702,-87.004
241040,22338,Whakaari/White Island,1978/90 Crater Complex,2,2019-12-09,0,2019-12-09,Confirmed Eruption,Observations: Reported,-37.52,177.18
282060,22339,Kikai,,2,2019-11-02,0,2019-11-02,Confirmed Eruption,Observations: Reported,30.793,130.305
290200,22287,Ketoi,,1,2018-09-21,0,2018-09-21,Uncertain Eruption,Observations: Reported,47.35,152.475
252120,22285,Ulawun,,1,2018-06-08,0,2018-06-08,Confirmed Eruption,Observations: Reported,-5.05,151.33
344020,22266,San Cristobal,,1,2018-04-22,0,2018-04-22,Confirmed Eruption,Observations: Reported,12.702,-87.004
263200,22263,Dieng Volcanic Complex,Sileri Crater,1,2018-04-01,0,2018-04-01,Confirmed Eruption,Observations: Reported,-7.2,109.879
284070,22504,Myojinsho,,NA,2018-03-24,0,2018-03-24,Uncertain Eruption,Observations: Reported,31.888,139.918
352090,22259,Sangay,Summit crater,1,2018-02-25,0,2018-02-25,Confirmed Eruption,Observations: Reported,-2.005,-78.341
267020,22256,Karangetang,,1,2018-02-02,0,2018-02-02,Confirmed Eruption,Observations: Reported,2.781,125.407
283120,22258,Kusatsu-Shiranesan,Motoshiranesan,1,2018-01-23,0,2018-01-23,Confirmed Eruption,Observations: Reported,36.618,138.528
261170,22273,Kerinci,,1,2017-08-13,0,2017-08-13,Confirmed Eruption,Observations: Reported,-1.697,101.264
273010,22229,Bulusan,,1,2017-06-05,0,2017-06-05,Confirmed Eruption,Observations: Reported,12.769,124.056
261140,22226,Marapi,Verbeek Crater,1,2017-06-04,0,2017-06-04,Confirmed Eruption,Observations: Reported,-0.38,100.474
267020,22212,Karangetang,,NA,2017-05-10,0,2017-05-10,Uncertain Eruption,Observations: Reported,2.781,125.407
360160,22260,Kick 'em Jenny,,NA,2017-03-29,0,2017-03-29,Confirmed Eruption,Observations: Hydrophonic,12.3,-61.64
264100,22211,Ebulobo,,NA,2017-03-12,0,2017-03-12,Uncertain Eruption,Observations: Reported,-8.817,121.191
272020,22249,Kanlaon,,2,2017-12-09,0,2017-12-09,Confirmed Eruption,Observations: Reported,10.412,123.132
261230,22248,Dempo,,1,2017-11-09,0,2017-11-09,Confirmed Eruption,Observations: Reported,-4.016,103.121
343100,22192,San Miguel,,1,2017-01-07,0,2017-01-07,Confirmed Eruption,Observations: Reported,13.434,-88.269
343100,22154,San Miguel,Summit crater,1,2016-06-18,0,2016-06-18,Confirmed Eruption,Observations: Reported,13.434,-88.269
241040,22121,Whakaari/White Island,1978/90 Crater Complex,1,2016-04-27,0,2016-04-27,Confirmed Eruption,Observations: Reported,-37.52,177.18
344020,22130,San Cristobal,Summit crater,2,2016-04-22,0,2016-04-22,Confirmed Eruption,Observations: Reported,12.702,-87.004
273010,22114,Bulusan,Summit crater,2,2016-02-22,0,2016-02-22,Confirmed Eruption,Observations: Reported,12.769,124.056
300120,22177,Zhupanovsky,Priemysh Crater,2,2016-11-20,0,2016-11-20,Confirmed Eruption,Observations: Reported,53.589,159.15
284120,22517,Ioto,Kianohana Beach (N part of the island),1,2015-08-07,0,2015-08-07,Confirmed Eruption,Observations: Reported,24.751,141.289
343100,22233,San Miguel,Summit crater,1,2015-08-13,0,2015-08-13,Confirmed Eruption,Observations: Reported,13.434,-88.269
263170,21079,Ciremai,,NA,2015-06-24,0,2015-06-24,Uncertain Eruption,Observations: Reported,-6.895,108.408
261140,22111,Marapi,Verbeek Crater,1,2015-11-14,0,2015-11-14,Confirmed Eruption,Observations: Reported,-0.38,100.474
282050,20952,Kuchinoerabujima,Shindake,1,2014-08-03,0,2014-08-03,Confirmed Eruption,Observations: Reported,30.443,130.217
233020,20919,"Fournaise, Piton de la",ESE flank of Dolomieu crater,NA,2014-06-21,0,2014-06-21,Confirmed Eruption,Observations: Photo / Video,-21.244,55.708
262000,20932,Krakatau,Anak Krakatau,1,2014-03-31,0,2014-03-31,Confirmed Eruption,Observations: Reported,-6.102,105.423
267020,20913,Karangetang,,2,2014-02-09,0,2014-02-09,Confirmed Eruption,Observations: Reported,2.781,125.407
290290,20980,Sinarka,,1,2014-12-03,0,2014-12-03,Uncertain Eruption,Observations: Reported,48.873,154.182
264180,20973,Lewotobi,,2,2014-10-06,0,2014-10-06,Uncertain Eruption,Observations: Reported,-8.542,122.775
263340,21069,Raung,,1,2014-01-04,0,2014-01-04,Uncertain Eruption,Observations: Reported,-8.119,114.056
255060,20920,Kavachi,Submarine,1,2014-01-29,0,2014-01-29,Confirmed Eruption,Observations: Satellite (visual),-8.991,157.979
242050,22465,Monowai,Summit,1,2014-01-01,0,2014-01-01,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
344040,22195,Telica,Telica crater,1,2013-09-25,0,2013-09-25,Confirmed Eruption,Observations: Reported,12.606,-86.84
264250,20912,Iliwerung,Hobal (submarine vent on SE flank),NA,2013-08-20,0,2013-08-20,Confirmed Eruption,Observations: Reported,-8.532,123.573
284090,20828,Izu-Torishima,,2,2013-07-06,0,2013-07-06,Uncertain Eruption,Observations: Reported,30.484,140.303
263250,22476,Merapi,Summit crater,1,2013-07-22,0,2013-07-22,Confirmed Eruption,Observations: Reported,-7.54,110.446
344020,20817,San Cristobal,Summit crater,1,2013-06-07,0,2013-06-07,Confirmed Eruption,Observations: Reported,12.702,-87.004
282060,20781,Kikai,Iodake,1,2013-06-04,0,2013-06-04,Confirmed Eruption,Observations: Reported,30.793,130.305
261170,22216,Kerinci,Summit crater,2,2013-06-02,0,2013-06-02,Confirmed Eruption,Observations: Reported,-1.697,101.264
273030,20798,Mayon,Summit crater,2,2013-05-07,0,2013-05-07,Confirmed Eruption,Observations: Reported,13.257,123.685
260010,20754,Barren Island,Summit caldera,2,2013-02-16,0,2013-02-16,Confirmed Eruption,Observations: Reported,12.278,93.858
263250,20842,Merapi,Summit crater,3,2013-11-18,0,2013-11-18,Confirmed Eruption,Observations: Reported,-7.54,110.446
263090,20987,Tangkuban Parahu,Ratu Crater,1,2013-10-05,0,2013-10-05,Confirmed Eruption,Observations: Reported,-6.77,107.6
262000,22463,Krakatau,Anak Krakatau,1,2013-10-31,0,2013-10-31,Confirmed Eruption,Observations: Reported,-6.102,105.423
263300,22220,Semeru,Jonggring Seloko,1,2013-10-18,0,2013-10-18,Confirmed Eruption,Observations: Reported,-8.108,112.922
261140,20797,Marapi,Summit crater area,1,2012-09-26,0,2012-09-26,Confirmed Eruption,Observations: Reported,-0.38,100.474
252010,22389,Langila,,NA,2012-07-21,0,2012-07-21,Uncertain Eruption,Observations: Reported,-5.525,148.42
284170,20804,Pagan,North Pagan,2,2012-07-10,0,2012-07-10,Confirmed Eruption,Observations: Reported,18.13,145.8
311110,20774,Kanaga,E-W fissure at summit crater,2,2012-02-18,0,2012-02-18,Confirmed Eruption,Observations: Reported,51.923,-177.168
251030,20778,Karkar,Unknown,3,2012-02-01,0,2012-02-01,Uncertain Eruption,Observations: Reported,-4.647,145.976
241080,20827,Tongariro,Upper Te Maari Craters,2,2012-11-21,0,2012-11-21,Confirmed Eruption,Observations: Reported,-39.157,175.632
357120,20837,Villarrica,,1,2012-11-14,0,2012-11-14,Uncertain Eruption,Observations: Reported,-39.42,-71.93
345020,22161,Rincon de la Vieja,Crater lake,1,2012-10-17,0,2012-10-17,Confirmed Eruption,Observations: Reported,10.83,-85.324
357091,20755,Callaqui,,NA,2012-01-02,0,2012-01-02,Uncertain Eruption,Observations: Reported,-37.92,-71.45
252010,22388,Langila,,NA,2011-07-28,0,2011-07-28,Uncertain Eruption,Observations: Reported,-5.525,148.42
266100,20792,Lokon-Empung,Tompaluan,1,2011-02-22,0,2011-02-22,Confirmed Eruption,Observations: Reported,1.358,124.792
261170,22217,Kerinci,Summit crater,1,2011-12-15,0,2011-12-15,Confirmed Eruption,Observations: Reported,-1.697,101.264
300260,20784,Klyuchevskoy,,NA,2011-11-02,0,2011-11-02,Uncertain Eruption,Observations: Reported,56.056,160.642
221041,20939,Dallol,Dallol crater,NA,2011-01-04,0,2011-01-04,Confirmed Eruption,Observations: Reported,14.242,40.3
345070,20829,Turrialba,West Crater,1,2011-01-14,0,2011-01-14,Confirmed Eruption,Observations: Reported,10.025,-83.767
290240,18820,Sarychev Peak,,2,2010-09-20,0,2010-09-20,Uncertain Eruption,Observations: Satellite (visual),48.092,153.2
351080,11381,Galeras,Central cone,1,2010-08-25,0,2010-08-25,Confirmed Eruption,Observations: Reported,1.22,-77.37
354020,11792,Ubinas,,1,2010-07-18,0,2010-07-18,Uncertain Eruption,Observations: Aviation,-16.355,-70.903
284120,18423,Ioto,,1,2010-06-19,0,2010-06-19,Uncertain Eruption,Observations: Reported,24.751,141.289
211060,13853,Etna,SEC (South-East Crater),1,2010-04-08,0,2010-04-08,Confirmed Eruption,Observations: Reported,37.748,14.999
263200,15793,Dieng Volcanic Complex,Sileri Crater,1,2009-09-27,0,2009-09-27,Confirmed Eruption,Observations: Reported,-7.2,109.879
311240,19827,Cleveland,,2,2009-06-25,0,2009-06-25,Confirmed Eruption,Observations: Reported,52.825,-169.944
284040,18281,Miyakejima,,1,2009-04-01,0,2009-04-01,Confirmed Eruption,Observations: Reported,34.094,139.526
282090,17164,Kirishimayama,Shinmoe-dake,1,2009-11-15,0,2009-11-15,Uncertain Eruption,Observations: Reported,31.934,130.862
357091,11998,Callaqui,,NA,2009-01-22,0,2009-01-22,Uncertain Eruption,,-37.92,-71.45
263200,15792,Dieng Volcanic Complex,Sibanteng crater,1,2009-01-15,0,2009-01-15,Confirmed Eruption,Observations: Reported,-7.2,109.879
261230,15575,Dempo,,1,2009-01-01,0,2009-01-01,Confirmed Eruption,Observations: Reported,-4.016,103.121
282090,17163,Kirishimayama,Shinmoe-dake crater and W flank,1,2008-08-22,0,2008-08-22,Confirmed Eruption,Observations: Reported,31.934,130.862
273030,16818,Mayon,,1,2008-08-10,0,2008-08-10,Confirmed Eruption,Observations: Reported,13.257,123.685
344040,10943,Telica,,1,2008-07-05,0,2008-07-05,Confirmed Eruption,Observations: Reported,12.606,-86.84
344120,11077,Concepcion,,1,2008-07-30,0,2008-07-30,Confirmed Eruption,Observations: Reported,11.538,-85.622
284040,18280,Miyakejima,,1,2008-05-08,0,2008-05-08,Confirmed Eruption,Observations: Reported,34.094,139.526
242050,14723,Monowai,,NA,2008-02-08,0,2008-02-08,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
257050,15323,Lopevi,,2,2008-02-24,0,2008-02-24,Uncertain Eruption,,-16.507,168.346
282110,17351,Asosan,Naka-dake,1,2008-02-17,0,2008-02-17,Confirmed Eruption,Observations: Reported,32.884,131.104
311360,20101,Shishaldin,,1,2008-02-12,0,2008-02-12,Uncertain Eruption,,54.756,-163.97
352020,11501,Guagua Pichincha,,1,2008-02-01,0,2008-02-01,Uncertain Eruption,,-0.171,-78.598
344020,10895,San Cristobal,,1,2008-11-21,0,2008-11-21,Confirmed Eruption,Observations: Reported,12.702,-87.004
243120,14799,Tafu-Maka,Maka,NA,2008-11-16,0,2008-11-16,Confirmed Eruption,Observations: Reported,-15.37,-174.23
284040,18279,Miyakejima,,1,2008-01-07,0,2008-01-07,Confirmed Eruption,Observations: Reported,34.094,139.526
345040,11191,Poas,,1,2008-01-13,0,2008-01-13,Confirmed Eruption,Observations: Reported,10.2,-84.233
261170,15531,Kerinci,,1,2007-09-09,0,2007-09-09,Confirmed Eruption,Observations: Reported,-1.697,101.264
241100,14669,Ruapehu,,1,2007-09-25,0,2007-09-25,Confirmed Eruption,Observations: Reported,-39.28,175.57
252080,15029,Witori,Pago,1,2007-08-28,0,2007-08-28,Confirmed Eruption,Observations: Reported,-5.576,150.516
344040,10941,Telica,,1,2007-06-12,0,2007-06-12,Uncertain Eruption,,12.606,-86.84
252120,15075,Ulawun,,2,2007-05-01,0,2007-05-01,Confirmed Eruption,Observations: Reported,-5.05,151.33
261230,15574,Dempo,,1,2006-09-25,0,2006-09-25,Confirmed Eruption,Observations: Reported,-4.016,103.121
312260,20250,Fourpeaked,Fissure trending N from summit,2,2006-09-17,0,2006-09-17,Confirmed Eruption,Observations: Reported,58.77,-153.672
261160,15497,Talang,,1,2006-09-10,0,2006-09-10,Confirmed Eruption,Observations: Reported,-0.979,100.681
284040,18278,Miyakejima,,1,2006-08-23,0,2006-08-23,Confirmed Eruption,Observations: Reported,34.094,139.526
264260,16352,"Tara, Batu",,1,2006-07-01,0,2006-07-01,Uncertain Eruption,,-7.791,123.585
345040,11189,Poas,,1,2006-03-24,0,2006-03-24,Confirmed Eruption,Observations: Reported,10.2,-84.233
285070,18704,Akan,NE flank of Me-Akan,1,2006-03-21,0,2006-03-21,Confirmed Eruption,Observations: Reported,43.384,144.013
242030,14702,Raoul Island,Green Lake crater,1,2006-03-17,0,2006-03-17,Confirmed Eruption,Observations: Reported,-29.27,-177.92
284110,22473,Kita-Ioto,Funka-Asane,NA,2006-03-10,0,2006-03-10,Uncertain Eruption,Observations: Reported,25.424,141.284
284040,18277,Miyakejima,,1,2006-02-17,0,2006-02-17,Confirmed Eruption,Observations: Reported,34.094,139.526
241100,14668,Ruapehu,,1,2006-10-04,0,2006-10-04,Confirmed Eruption,Observations: Reported,-39.28,175.57
251070,14976,Ritter Island,,1,2006-10-17,0,2006-10-17,Confirmed Eruption,Observations: Reported,-5.519,148.115
355100,11877,Lascar,,3,2005-05-04,0,2005-05-04,Confirmed Eruption,Observations: Reported,-23.37,-67.73
284080,18356,Sumisujima,,NA,2005-03-08,0,2005-03-08,Uncertain Eruption,,31.44,140.051
257050,15319,Lopevi,,2,2004-09-16,0,2004-09-16,Confirmed Eruption,Observations: Reported,-16.507,168.346
300260,19481,Klyuchevskoy,,1,2004-09-15,0,2004-09-15,Confirmed Eruption,Observations: Reported,56.056,160.642
261140,15479,Marapi,,2,2004-08-05,0,2004-08-05,Confirmed Eruption,Observations: Reported,-0.38,100.474
344100,11039,Masaya,Santiago,1,2004-07-04,0,2004-07-04,Uncertain Eruption,,11.985,-86.165
290260,18830,Chirinkotan,,2,2004-07-20,0,2004-07-20,Confirmed Eruption,Observations: Reported,48.98,153.48
234070,14414,Marion Island,South side of island,1,2004-06-24,0,2004-06-24,Confirmed Eruption,Observations: Reported,-46.9,37.75
341090,10552,Popocatepetl,,2,2004-05-26,0,2004-05-26,Confirmed Eruption,Observations: Reported,19.023,-98.622
344040,10937,Telica,,1,2004-03-31,0,2004-03-31,Confirmed Eruption,Observations: Reported,12.606,-86.84
252080,15028,Witori,Pago,1,2004-02-24,0,2004-02-24,Uncertain Eruption,,-5.576,150.516
234011,14398,McDonald Islands,,1,2004-11-14,0,2004-11-14,Uncertain Eruption,,-53.03,72.6
282110,17349,Asosan,Naka-dake,1,2004-01-14,0,2004-01-14,Confirmed Eruption,Observations: Reported,32.884,131.104
266100,16463,Lokon-Empung,Tompaluan,3,2003-09-12,0,2003-09-12,Confirmed Eruption,Observations: Reported,1.358,124.792
263200,15791,Dieng Volcanic Complex,Sileri Crater,1,2003-07-16,0,2003-07-16,Confirmed Eruption,Observations: Reported,-7.2,109.879
352020,11500,Guagua Pichincha,,1,2003-04-17,0,2003-04-17,Uncertain Eruption,,-0.171,-78.598
284110,18394,Kita-Ioto,Funka-Asane,NA,2003-03-10,0,2003-03-10,Uncertain Eruption,,25.424,141.284
355100,11876,Lascar,,1,2003-12-09,0,2003-12-09,Uncertain Eruption,,-23.37,-67.73
284080,18355,Sumisujima,,NA,2003-11-06,0,2003-11-06,Uncertain Eruption,,31.44,140.051
284110,18395,Kita-Ioto,Funka-Asane,NA,2003-11-04,0,2003-11-04,Uncertain Eruption,,25.424,141.284
284080,18354,Sumisujima,,NA,2002-09-04,0,2002-09-04,Uncertain Eruption,,31.44,140.051
251070,14975,Ritter Island,,2,2002-08-02,0,2002-08-02,Uncertain Eruption,,-5.519,148.115
351080,11376,Galeras,El Pinta vent,1,2002-06-07,0,2002-06-07,Confirmed Eruption,Observations: Reported,1.22,-77.37
242050,14718,Monowai,,NA,2002-05-24,0,2002-05-24,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
352020,11498,Guagua Pichincha,,1,2002-04-16,0,2002-04-16,Confirmed Eruption,Observations: Reported,-0.171,-78.598
257060,15331,Epi,,1,2002-03-16,0,2002-03-16,Confirmed Eruption,Observations: Reported,-16.68,168.37
284110,18393,Kita-Ioto,Funka-Asane,NA,2002-02-28,0,2002-02-28,Uncertain Eruption,,25.424,141.284
272020,16747,Kanlaon,,1,2002-11-28,0,2002-11-28,Confirmed Eruption,Observations: Reported,10.412,123.132
264180,16300,Lewotobi,Lewotobi Lakilaki,1,2002-10-12,0,2002-10-12,Confirmed Eruption,Observations: Reported,-8.542,122.775
273030,16811,Mayon,,1,2002-10-11,0,2002-10-11,Confirmed Eruption,Observations: Reported,13.257,123.685
343100,10866,San Miguel,,1,2002-01-16,0,2002-01-16,Confirmed Eruption,Observations: Reported,13.434,-88.269
252120,15065,Ulawun,,2,2001-08-28,0,2001-08-28,Confirmed Eruption,Observations: Reported,-5.05,151.33
241040,14495,Whakaari/White Island,MH vent,2,2001-02-19,0,2001-02-19,Confirmed Eruption,Observations: Reported,-37.52,177.18
352020,11497,Guagua Pichincha,North of 1981 crater,1,2001-11-26,0,2001-11-26,Confirmed Eruption,Observations: Reported,-0.171,-78.598
300100,19104,Avachinsky,,1,2001-10-05,0,2001-10-05,Confirmed Eruption,Observations: Reported,53.256,158.836
342110,19880,Pacaya,MacKenney Crater,1,2001-10-31,0,2001-10-31,Confirmed Eruption,Observations: Reported,14.382,-90.601
284121,18401,Kita-Fukutokutai,"24.443 N, 141.378 E",NA,2001-10-30,0,2001-10-30,Uncertain Eruption,,24.417,141.417
284110,18392,Kita-Ioto,Funka-Asane,NA,2001-10-29,0,2001-10-29,Uncertain Eruption,,25.424,141.284
263340,16161,Raung,,2,2000-07-09,0,2000-07-09,Confirmed Eruption,Observations: Reported,-8.119,114.056
300060,18973,Mutnovsky,,1,2000-06-30,0,2000-06-30,Confirmed Eruption,Observations: Hydrophonic,52.449,158.196
300060,18972,Mutnovsky,North crater,2,2000-03-17,0,2000-03-17,Confirmed Eruption,Observations: Reported,52.449,158.196
282030,16945,Suwanosejima,O-take,2,2000-02-24,0,2000-02-24,Confirmed Eruption,Observations: Reported,29.638,129.714
284110,18391,Kita-Ioto,Funka-Asane,NA,2000-10-30,0,2000-10-30,Uncertain Eruption,,25.424,141.284
284080,18352,Sumisujima,,NA,2000-10-30,0,2000-10-30,Uncertain Eruption,,31.44,140.051
284120,18420,Ioto,Asodai area,1,1999-09-10,0,1999-09-10,Confirmed Eruption,Observations: Reported,24.751,141.289
263350,16175,Ijen,Kawah Ijen,1,1999-06-28,0,1999-06-28,Confirmed Eruption,Observations: Reported,-8.058,114.242
315020,20419,Wrangell,,1,1999-05-14,0,1999-05-14,Uncertain Eruption,Observations: Reported,62.006,-144.017
300250,19375,Bezymianny,,2,1999-02-25,0,1999-02-25,Confirmed Eruption,Observations: Reported,55.972,160.595
252120,15062,Ulawun,,1,1999-10-20,0,1999-10-20,Confirmed Eruption,Observations: Reported,-5.05,151.33
390090,22333,Saunders,,NA,1999-01-19,0,1999-01-19,Confirmed Eruption,Observations: Reported,-57.8,-26.483
344100,11035,Masaya,Santiago,1,1998-09-14,0,1998-09-14,Confirmed Eruption,Observations: Reported,11.985,-86.165
312110,20199,Chiginagak,,1,1998-08-13,0,1998-08-13,Confirmed Eruption,Observations: Reported,57.135,-156.99
261170,15525,Kerinci,,2,1998-07-04,0,1998-07-04,Confirmed Eruption,Observations: Reported,-1.697,101.264
284110,18387,Kita-Ioto,Funka-Asane,NA,1998-05-21,0,1998-05-21,Uncertain Eruption,,25.424,141.284
285070,18703,Akan,Me-Akan (Ponmachineshiri),1,1998-11-09,0,1998-11-09,Confirmed Eruption,Observations: Reported,43.384,144.013
311360,20096,Shishaldin,,1,1998-11-04,0,1998-11-04,Confirmed Eruption,Observations: Reported,54.756,-163.97
284110,18388,Kita-Ioto,Funka-Asane,NA,1998-10-27,0,1998-10-27,Uncertain Eruption,,25.424,141.284
285020,18581,Hokkaido-Komagatake,1996 crater,2,1998-10-25,0,1998-10-25,Confirmed Eruption,Observations: Reported,42.063,140.677
290390,18892,Alaid,,NA,1997-08-23,0,1997-08-23,Uncertain Eruption,,50.861,155.565
283260,18090,Akita-Yakeyama,Kare-numa,1,1997-08-16,0,1997-08-16,Confirmed Eruption,Observations: Reported,39.964,140.757
360101,12374,"Watt, Morne",NE of Watt Mtn (Valley of Desolation),1,1997-07-15,0,1997-07-15,Confirmed Eruption,Observations: Reported,15.307,-61.305
311360,20095,Shishaldin,,1,1997-06-02,0,1997-06-02,Confirmed Eruption,Observations: Reported,54.756,-163.97
311240,19815,Cleveland,,2,1997-05-05,0,1997-05-05,Confirmed Eruption,Observations: Reported,52.825,-169.944
283260,18089,Akita-Yakeyama,NE flank (Sumikawa-Onsen),1,1997-05-11,0,1997-05-11,Confirmed Eruption,Observations: Reported,39.964,140.757
284110,18386,Kita-Ioto,Funka-Asane,NA,1997-03-10,0,1997-03-10,Uncertain Eruption,,25.424,141.284
284080,18350,Sumisujima,,NA,1997-11-21,0,1997-11-21,Uncertain Eruption,,31.44,140.051
283170,17913,Adatarayama,Numanotaira,1,1996-09-01,0,1996-09-01,Confirmed Eruption,Observations: Reported,37.647,140.281
272020,16746,Kanlaon,,2,1996-08-10,0,1996-08-10,Confirmed Eruption,Observations: Reported,10.412,123.132
345040,11188,Poas,,1,1996-04-08,0,1996-04-08,Confirmed Eruption,Observations: Reported,10.2,-84.233
344100,11033,Masaya,Santiago,1,1996-12-05,0,1996-12-05,Confirmed Eruption,Observations: Reported,11.985,-86.165
263200,15790,Dieng Volcanic Complex,Near Padangsari crater,1,1996-12-31,0,1996-12-31,Confirmed Eruption,Observations: Reported,-7.2,109.879
285070,18702,Akan,Me-Akan (Ponmachineshiri crater no. 4),1,1996-11-21,0,1996-11-21,Confirmed Eruption,Observations: Reported,43.384,144.013
355100,11872,Lascar,,2,1996-10-18,0,1996-10-18,Confirmed Eruption,Observations: Reported,-23.37,-67.73
284080,18349,Sumisujima,,NA,1996-01-22,0,1996-01-22,Uncertain Eruption,,31.44,140.051
312070,20171,Veniaminof,Western intracaldera cone,1,1995-04-17,0,1995-04-17,Confirmed Eruption,Observations: Reported,56.17,-159.38
263340,16153,Raung,,1,1995-03-16,0,1995-03-16,Confirmed Eruption,Observations: Reported,-8.119,114.056
283070,17524,Yakedake,SE flank (Azusa-gawa),1,1995-02-11,0,1995-02-11,Confirmed Eruption,Observations: Reported,36.227,137.587
311310,19992,Makushin,,1,1995-01-30,0,1995-01-30,Confirmed Eruption,Observations: Reported,53.891,-166.923
284120,18419,Ioto,NE side,1,1994-08-22,0,1994-08-22,Confirmed Eruption,Observations: Reported,24.751,141.289
284130,18459,Fukutoku-Oka-no-Ba,,NA,1994-07-28,0,1994-07-28,Uncertain Eruption,,24.285,141.481
284080,18347,Sumisujima,,NA,1994-07-27,0,1994-07-27,Uncertain Eruption,,31.44,140.051
341040,10474,Colima,West of 1987 explosion crater,1,1994-07-21,0,1994-07-21,Confirmed Eruption,Observations: Reported,19.514,-103.62
263340,16152,Raung,,1,1994-07-14,0,1994-07-14,Confirmed Eruption,Observations: Reported,-8.119,114.056
311240,19813,Cleveland,,3,1994-05-25,0,1994-05-25,Confirmed Eruption,Observations: Reported,52.825,-169.944
351020,11291,"Ruiz, Nevado del",,NA,1994-04-23,0,1994-04-23,Uncertain Eruption,,4.892,-75.324
263350,16174,Ijen,Kawah Ijen,1,1994-02-03,0,1994-02-03,Confirmed Eruption,Observations: Reported,-8.058,114.242
345060,11232,Irazu,Upper NW flank,2,1994-12-08,0,1994-12-08,Uncertain Eruption,Observations: Reported,9.979,-83.852
311240,19814,Cleveland,,1,1994-10-20,0,1994-10-20,Confirmed Eruption,Observations: Reported,52.825,-169.944
261230,15573,Dempo,,1,1994-10-16,0,1994-10-16,Confirmed Eruption,Observations: Reported,-4.016,103.121
284080,18346,Sumisujima,,NA,1994-01-17,0,1994-01-17,Uncertain Eruption,,31.44,140.051
357030,11924,Tinguiririca,,2,1994-01-15,0,1994-01-15,Uncertain Eruption,,-34.814,-70.352
352080,11642,Tungurahua,,1,1993-05-06,0,1993-05-06,Uncertain Eruption,,-1.467,-78.442
355130,11883,"Ojos del Salado, Nevados",,1,1993-11-14,0,1993-11-14,Uncertain Eruption,,-27.109,-68.541
263200,15789,Dieng Volcanic Complex,Near Pandawa Lima temples,1,1993-01-23,0,1993-01-23,Confirmed Eruption,Observations: Reported,-7.2,109.879
272020,16744,Kanlaon,,2,1992-06-10,0,1992-06-10,Confirmed Eruption,Observations: Reported,10.412,123.132
