Volcano Number,Eruption Number,Volcano Name,Area of Activity,VEI,Start Date,days,End Date,Eruption Category,Evidence Method (dating),Latitude,Longitude
341090,10509,Popocatepetl,Volcán El Fraile,5,-3700--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),19.023,-98.622
300100,19060,Avachinsky,,NA,-3700--,,--,Confirmed Eruption,Correlation: Tephrochronology,53.256,158.836
283100,17555,Myokosan,,NA,-3700--,,--,Confirmed Eruption,Correlation: Tephrochronology,36.891,138.114
342080,10649,Acatenango,Pico Central,NA,-370--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),14.501,-90.876
312090,20183,Aniakchak,,NA,-370--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),56.88,-158.17
211030,13377,Ischia,Ischia Porto (San Pietro),NA,-370--,,--,Confirmed Eruption,Correlation: Magnetism,40.73,13.897
372030,12650,Katla,,NA,-370--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
283030,17400,Fujisan,,NA,-3690--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),35.361,138.728
313030,20314,Redoubt,,NA,-3690--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
332030,10228,Mauna Kea,South rift zone (Puu Kalaieha),NA,-3680--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.82,-155.47
372030,12601,Katla,,NA,-3670--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
357070,11964,"Chillan, Nevados de",Volcán Viejo,NA,-3660--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-36.868,-71.378
300060,13932,Mutnovsky,,2,-3650--,,--,Confirmed Eruption,Correlation: Tephrochronology,52.449,158.196
321030,20482,Rainier,,3,-3650--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),46.853,-121.76
311310,19866,Makushin,,4,-3650--,,--,Confirmed Eruption,Correlation: Tephrochronology,53.891,-166.923
300270,19533,Sheveluch,,5,-3650--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),56.653,161.36
371060,12538,Grimsnes,Borgarholar,NA,-3650--,,--,Confirmed Eruption,Correlation: Tephrochronology,64.05,-20.883
284010,18152,Izu-Oshima,,NA,-3650--,,--,Confirmed Eruption,Correlation: Tephrochronology,34.724,139.394
313030,20315,Redoubt,,NA,-3650--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
372030,12602,Katla,,NA,-3640--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
282110,17184,Asosan,,NA,-3610--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),32.884,131.104
210040,10012,Calatrava Volcanic Field,Columba,NA,-3600--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),38.87,-4.02
341040,10392,Colima,,NA,-3600--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),19.514,-103.62
313030,20316,Redoubt,,NA,-3600--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
211050,13443,Vulcano,Fossa,2,-360--,,--,Confirmed Eruption,Observations: Reported,38.404,14.962
382100,13036,Furnas,,NA,-360--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),37.77,-25.32
383010,13050,La Palma,El Fraile,NA,-360--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),28.57,-17.83
300070,18995,Gorely,,2,-3580--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),52.559,158.03
245010,14822,Taveuni,,2,-3580--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-16.82,-179.97
241050,14500,Okataina,Haroharo (Makatiti and other domes),5,-3580--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-38.12,176.5
273070,16826,Taal,,6,-3580--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),14.002,120.993
211030,13367,Ischia,Submarine SE flank (Secca d'Ischia),NA,-3580--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),40.73,13.897
321040,20508,Adams,,2,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,46.206,-121.49
285070,18671,Akan,Me-Akan (Nakamachineshiri),3,-3550--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),43.384,144.013
282090,17093,Kirishimayama,Takachiho-mine (Mojihara Ash),3,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,31.934,130.862
285081,18709,Mashu,Kamuinupuri,4,-3550--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),43.572,144.561
273083,16864,Pinatubo,,6,-3550--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),15.13,120.35
300084,19030,Barkhatnaya Sopka,,NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,52.802,158.24
321020,20468,Glacier Peak,,NA,-3550--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),48.112,-121.113
300070,18996,Gorely,,NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,52.559,158.03
373010,12757,Grimsvotn,S of Thordarhyrna (Bergvatnsarhraun),NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,64.416,-17.316
283050,17463,Hakusan,,NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,36.155,136.771
305040,19637,Jingpohu,,NA,-3550--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),44.08,128.83
300190,19227,Krasheninnikov,Northern cone & N outer flank fissure,NA,-3550--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),54.596,160.27
285080,18721,Kussharo,Atosanupuri,NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,43.615,144.427
233005,14170,Mayotte,,NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,-12.83,45.17
300650,19618,Nylgimelkin,,NA,-3550--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),57.97,160.65
371080,12545,Oddnyjarhnjukur-Langjokull,Strytuhraun,NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,64.85,-19.7
283002,17370,Sanbesan,,NA,-3550--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),35.141,132.622
351021,11268,Santa Isabel,,NA,-3550--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),4.818,-75.365
211050,13438,Vulcano,Fossa,NA,-3550--,,--,Confirmed Eruption,Isotopic: K/Ar,38.404,14.962
285032,18584,Yoteizan,,NA,-3550--,,--,Confirmed Eruption,Correlation: Tephrochronology,42.827,140.812
600000,13184,Unknown Source,"(GISP2, 97 ppb sulfate)",NA,-3541--,,--,Confirmed Eruption,Sidereal: Ice Core,0,0
283210,17995,Kurikomayama,,NA,-3540--,,--,Confirmed Eruption,Correlation: Tephrochronology,38.961,140.788
383030,13077,Tenerife,Teide NE flank (lower Montaña Abejera),NA,-3540--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),28.271,-16.641
600000,13185,Unknown Source,"(GISP2, 174 ppb sulfate)",NA,-3518--,,--,Confirmed Eruption,Sidereal: Ice Core,0,0
341040,10393,Colima,,NA,-3510--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),19.514,-103.62
211060,13487,Etna,,NA,-3510--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),37.748,14.999
372030,12603,Katla,,NA,-3510--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
354010,11756,"Misti, El",,NA,-3510--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-16.294,-71.409
371060,12539,Grimsnes,Kalfsholar,2,-3500--,,--,Confirmed Eruption,Correlation: Tephrochronology,64.05,-20.883
360120,12393,Pelee,,4,-3500--,,--,Confirmed Eruption,Correlation: Tephrochronology,14.809,-61.166
300270,19534,Sheveluch,,5,-3500--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),56.653,161.36
213004,13902,Acigol-Nevsehir,,NA,-3500--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),38.537,34.621
300100,19061,Avachinsky,,NA,-3500--,,--,Confirmed Eruption,Correlation: Tephrochronology,53.256,158.836
352020,11465,Guagua Pichincha,,NA,-3500--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-0.171,-78.598
273042,20965,Isarog,,NA,-3500--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),13.658,123.38
300140,19197,Maly Semyachik,Ceno-Semiachik flank (Obmanuvshy),NA,-3500--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),54.135,159.674
300080,19031,Opala,,NA,-3500--,,--,Confirmed Eruption,Correlation: Tephrochronology,52.543,157.339
351030,11295,"Tolima, Nevado del",,NA,-3500--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),4.658,-75.33
211040,13415,Stromboli,,2,-350--,,--,Confirmed Eruption,Observations: Reported,38.789,15.213
283230,18044,Akita-Komagatake,,3,-350--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),39.761,140.799
300070,19005,Gorely,,3,-350--,,--,Confirmed Eruption,Correlation: Tephrochronology,52.559,158.03
284050,18294,Hachijojima,NW flank of Higashi-yama,3,-350--,,--,Confirmed Eruption,Correlation: Tephrochronology,33.137,139.766
322070,20593,Three Sisters,SW flank of South Sister (Rock Mesa),4,-350--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),44.133,-121.767
283070,17491,Yakedake,,4,-350--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),36.227,137.587
254020,15110,Ambitle,East side of caldera,NA,-350--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-4.08,153.65
313010,20255,Augustine,,NA,-350--,,--,Confirmed Eruption,Correlation: Tephrochronology,59.363,-153.43
252110,15032,Bamus,,NA,-350--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-5.2,151.23
324020,20691,Craters of the Moon,North Crater,NA,-350--,,--,Confirmed Eruption,Correlation: Magnetism,43.42,-113.5
211060,13502,Etna,,NA,-350--,,--,Discredited Eruption,,37.748,14.999
332040,10246,Hualalai,SE flank (1 km west of Waha Pehe),NA,-350--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.692,-155.87
283240,17570,Iwatesan,Higashi-Iwate,NA,-350--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),39.853,141.001
300272,19495,Khangar,,NA,-350--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),54.761,157.407
300190,19238,Krasheninnikov,Northern cone,NA,-350--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),54.596,160.27
313030,20357,Redoubt,,NA,-350--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
312131,20205,Ukinrek Maars,Gas Rocks,NA,-350--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),57.832,-156.51
352021,11451,Atacazo,Arenal II dome,4,-3490--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-0.353,-78.617
331010,20709,Endeavour Segment,,NA,-3490--,,--,Confirmed Eruption,Isotopic: Uranium-series,47.95,-129.1
354006,11743,Sabancaya,,NA,-3490--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-15.787,-71.857
372030,12604,Katla,,NA,-3480--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
282050,16955,Kuchinoerabujima,Furudake,NA,-3480--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),30.443,130.217
283110,17673,Asamayama,,3,-3450--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),36.406,138.523
300070,18997,Gorely,,3,-3450--,,--,Confirmed Eruption,Correlation: Tephrochronology,52.559,158.03
221113,20946,Dabbahu,,NA,-3450--,,--,Confirmed Eruption,Isotopic: Ar/Ar,12.595,40.48
372070,12705,Hekla,Vatnafjöll,NA,-3450--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.983,-19.666
320090,20434,Iskut-Unuk River Cones,Iskut River,NA,-3450--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),56.58,-130.55
300130,19140,Karymsky,,NA,-3450--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),54.049,159.443
283100,17556,Myokosan,,NA,-3450--,,--,Confirmed Eruption,Correlation: Tephrochronology,36.891,138.114
300671,19619,Spokoiny,,NA,-3450--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),58.13,160.82
383030,13078,Tenerife,NW rift zone (Montaña Cruz),NA,-3450--,,--,Confirmed Eruption,Correlation: Tephrochronology,28.271,-16.641
600000,13291,Unknown Source,(Byrd Station 1968),NA,-345--,,--,Confirmed Eruption,Sidereal: Ice Core,0,0
341110,10582,San Martin,,NA,-3440--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),18.57,-95.2
360120,12394,Pelee,,4,-3430--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),14.809,-61.166
241070,14538,Taupo,,3,-3420--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-38.82,176
283151,17865,Numazawa,,5,-3400--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),37.444,139.566
300100,19062,Avachinsky,,NA,-3400--,,--,Confirmed Eruption,Correlation: Tephrochronology,53.256,158.836
263250,15823,Merapi,,3,-340--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-7.54,110.446
211060,13488,Etna,,NA,-3390--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),37.748,14.999
372030,12605,Katla,,NA,-3390--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
372030,12606,Katla,,NA,-3370--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
332030,10229,Mauna Kea,"SE flank (near Hale Pohaku, 2740 m)",NA,-3370--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.82,-155.47
345033,11110,Arenal,,4,-3350--,,--,Confirmed Eruption,Correlation: Tephrochronology,10.463,-84.703
341040,10394,Colima,,NA,-3350--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),19.514,-103.62
284050,18287,Hachijojima,Nishi-yama,NA,-3350--,,--,Confirmed Eruption,Correlation: Tephrochronology,33.137,139.766
372070,12706,Hekla,"Raudkollar, Vatnafjöll (Grafellshraun)",NA,-3350--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.983,-19.666
332020,10134,Mauna Loa,NE rift zone,NA,-3350--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.475,-155.608
371070,12542,Prestahnukur,Sköflungur,NA,-3350--,,--,Confirmed Eruption,Correlation: Tephrochronology,64.583,-20.666
283190,17943,Zaozan [Zaosan],Goshiki-dake area,NA,-3350--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),38.144,140.44
360060,12344,Soufriere Guadeloupe,South flank (Gros Fougas),NA,-3310--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),16.044,-61.664
332010,20734,Kilauea,,NA,-3300--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),19.421,-155.287
245010,14833,Taveuni,,2,-330--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-16.82,-179.97
358020,12243,Calbuco,,NA,-330--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-41.33,-72.618
360120,12395,Pelee,,NA,-3290--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),14.809,-61.166
352050,11516,Cotopaxi,,5,-3280--,,--,Confirmed Eruption,Correlation: Tephrochronology,-0.677,-78.436
372030,12607,Katla,,NA,-3280--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
341040,10395,Colima,,NA,-3270--,,--,Confirmed Eruption,Correlation: Tephrochronology,19.514,-103.62
321040,20509,Adams,,2,-3250--,,--,Confirmed Eruption,Correlation: Tephrochronology,46.206,-121.49
327110,20705,Carrizozo,Little Black Peak,NA,-3250--,,--,Confirmed Eruption,Isotopic: Cosmic Ray Exposure,33.78,-105.93
390030,13167,Deception Island,,NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-63.001,-60.652
324040,20695,Hell's Half Acre,,NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),43.5,-112.45
371050,12525,Hengill,"Leitahraun, Ellidaárhraun",NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),64.083,-21.416
283240,18062,Iwatesan,,NA,-3250--,,--,Confirmed Eruption,Correlation: Tephrochronology,39.853,141.001
282060,16981,Kikai,Old Iwo-dake,NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),30.793,130.305
300190,19228,Krasheninnikov,Northern cone,NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),54.596,160.27
332020,10135,Mauna Loa,SW rift zone,NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.475,-155.608
360120,12396,Pelee,,NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),14.809,-61.166
357150,12197,Puyehue-Cordon Caulle,Puyehue,NA,-3250--,,--,Confirmed Eruption,Isotopic: Ar/Ar,-40.59,-72.117
313040,20395,Spurr,Mt. Spurr central lava/cone complex,NA,-3250--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),61.299,-152.251
241030,14426,Taranaki,,NA,-3250--,,--,Confirmed Eruption,Correlation: Tephrochronology,-39.3,174.07
600000,13292,Unknown Source,"(SP, 270 ppb sulfate)",NA,-325--,,--,Confirmed Eruption,Sidereal: Ice Core,0,0
600000,10375,Unknown Source,"(GISP2, 175 ppb sulfate)",NA,-3201--,,--,Confirmed Eruption,Sidereal: Ice Core,0,0
245010,14823,Taveuni,,2,-3200--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-16.82,-179.97
300130,19141,Karymsky,,4,-3200--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),54.049,159.443
300270,17649,Sheveluch,,4,-3200--,,--,Confirmed Eruption,Correlation: Tephrochronology,56.653,161.36
300100,19063,Avachinsky,,5,-3200--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),53.256,158.836
283080,17526,Midagahara,Jigoku-dani,NA,-3200--,,--,Confirmed Eruption,Correlation: Tephrochronology,36.571,137.59
285060,18664,Taisetsuzan,Asahi-dake,NA,-3200--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),43.664,142.854
352021,11453,Atacazo,Ninahuilca Chico II dome,5,-320--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-0.353,-78.617
357070,11966,"Chillan, Nevados de",Volcán Viejo,NA,-320--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-36.868,-71.378
355011,11809,Taapaca,,NA,-320--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-18.1,-69.5
211060,13617,Etna,,NA,-32-12-31,,--,Confirmed Eruption,Observations: Reported,37.748,14.999
600000,13279,Unknown Source,(Belfast tree-ring chronology),NA,-3195--,,--,Confirmed Eruption,Sidereal: Dendrochronology,0,0
345033,11111,Arenal,Cerro Chato,NA,-3190--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),10.463,-84.703
323020,20643,Medicine Lake,NW caldera floor (Medicine Lake Glass flow),NA,-3190--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),41.611,-121.554
341040,10396,Colima,,NA,-3180--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),19.514,-103.62
372030,12608,Katla,,NA,-3180--,,--,Confirmed Eruption,Correlation: Tephrochronology,63.633,-19.083
313030,20317,Redoubt,,NA,-3180--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
241070,14539,Taupo,4 km NW of Te Kohaiakahu Point,4,-3170--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-38.82,176
311350,20048,Fisher,Turquoise cone,5,-3170--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),54.65,-164.43
290340,20882,Fuss Peak,,3,-3150--,,--,Confirmed Eruption,Correlation: Tephrochronology,50.267,155.246
351080,11343,Galeras,,3,-3150--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),1.22,-77.37
321020,20469,Glacier Peak,,NA,-3150--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),48.112,-121.113
255030,15142,Loloru,,NA,-3150--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-6.52,155.62
313030,20318,Redoubt,,NA,-3150--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
241070,14540,Taupo,2 km W of Te Kohaiakahu Point,3,-3120--,,--,Confirmed Eruption,Correlation: Tephrochronology,-38.82,176
360120,12397,Pelee,,NA,-3120--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),14.809,-61.166
282120,17356,Kujusan,"Iwaigo-dake, Ogigahana, Hizengajo",NA,-3110--,,--,Confirmed Eruption,Correlation: Tephrochronology,33.086,131.249
358041,20853,Chaiten,,5,-3100--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-42.833,-72.646
273030,16773,Mayon,,NA,-3100--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),13.257,123.685
313010,20256,Augustine,,NA,-310--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),59.363,-153.43
354010,11758,"Misti, El",,NA,-310--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-16.294,-71.409
323020,20640,Medicine Lake,SE caldera rim,NA,-3090--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),41.611,-121.554
341021,10370,Socorro,Lower SW flank (near Bahia Braithwaite),NA,-3090--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),18.78,-110.95
241070,14541,Taupo,5 km NW of Te Kohaiakahu Point,4,-3070--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-38.82,176
332060,10266,Haleakala,East rift zone,NA,-3070--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),20.708,-156.25
282090,17094,Kirishimayama,Takachiho-mine,3,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,31.934,130.862
300270,17650,Sheveluch,,3,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,56.653,161.36
282080,17041,Aira,Kita-dake,4,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),31.593,130.657
225050,14143,Meidob Volcanic Field,SW crater of vent VF 57,4,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,15.32,26.47
382080,13008,Sete Cidades,Seara Cerrado da Ladeira,4,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,37.865,-25.785
300040,18917,Zheltovsky,,5,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),51.577,157.328
285070,18672,Akan,"Nishi-yama, O-Akan",NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),43.384,144.013
283260,18074,Akita-Yakeyama,Onigajo lava dome,NA,-3050--,,--,Confirmed Eruption,Radiogenic: Thermoluminescence,39.964,140.757
273010,16753,Bulusan,,NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),12.769,124.056
300022,18897,Diky Greben,,NA,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,51.452,156.978
211060,13489,Etna,,NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),37.748,14.999
283030,17401,Fujisan,,NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),35.361,138.728
211030,13368,Ischia,Cantariello,NA,-3050--,,--,Confirmed Eruption,Isotopic: K/Ar,40.73,13.897
283240,17560,Iwatesan,Higashi-Iwate,NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),39.853,141.001
373080,12933,Krafla,Hvannstód,NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),65.715,-16.728
211080,20979,Marsili,,NA,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,39.284,14.399
344092,10980,Nejapa-Miraflores,,NA,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,12.12,-86.32
290320,17627,Nemo Peak,,NA,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,49.57,154.808
334050,10329,Northern EPR at 9.8°N,EPR axis and East of axis,NA,-3050--,,--,Confirmed Eruption,Isotopic: Uranium-series,9.83,-104.3
283142,17851,Omanago Group,Mitsu-dake,NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),36.795,139.507
323010,20626,Shasta,,NA,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,41.409,-122.193
264040,16229,Tambora,,NA,-3050--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-8.25,118
383030,13079,Tenerife,NW rift zone (Montaña Bilma),NA,-3050--,,--,Confirmed Eruption,Correlation: Tephrochronology,28.271,-16.641
341040,10397,Colima,,NA,-3030--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.514,-103.62
313030,20319,Redoubt,,NA,-3030--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
331031,20721,North Gorda Ridge Segment,,NA,-3020--,,--,Confirmed Eruption,Isotopic: Uranium-series,42.67,-126.78
360120,12398,Pelee,,NA,-3020--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),14.809,-61.166
283180,17918,Azumayama,Issaikyo,1,-3000--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),37.735,140.244
300050,18934,Ksudach,,4,-3000--,,--,Confirmed Eruption,Correlation: Tephrochronology,51.844,157.572
225050,14144,Meidob Volcanic Field,Central Meidob volcanic field,4,-3000--,,--,Confirmed Eruption,Correlation: Tephrochronology,15.32,26.47
259010,15372,Newer Volcanics Province,Mt. Schank,NA,-3000--,,--,Confirmed Eruption,Radiogenic: Fission track,-37.77,142.5
214100,13918,Tskhouk-Karckar,,NA,-3000--,,--,Confirmed Eruption,Correlation: Tephrochronology,39.742,45.992
321040,20515,Adams,,2,-300--,,--,Confirmed Eruption,Correlation: Tephrochronology,46.206,-121.49
373082,12936,Heidarspordar,Threngslaborgir-Ludentsborgir crater row,2,-300--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),65.583,-16.817
211050,13444,Vulcano,Fossa,2,-300--,,--,Confirmed Eruption,Observations: Reported,38.404,14.962
324030,20694,Wapi Lava Field,"Kings Bowl Rift, Wapi Lava Field",2,-300--,,--,Confirmed Eruption,Correlation: Tephrochronology,42.88,-113.22
300270,19539,Sheveluch,West flank (Karan),4,-300--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),56.653,161.36
285070,18676,Akan,Akan-Fuji,NA,-300--,,--,Confirmed Eruption,Correlation: Tephrochronology,43.384,144.013
300053,18923,Khodutka,,NA,-300--,,--,Confirmed Eruption,Correlation: Tephrochronology,52.062,157.711
332020,10151,Mauna Loa,NE rift zone,NA,-300--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.475,-155.608
241050,14503,Okataina,Mt. Edgecumbe,NA,-300--,,--,Confirmed Eruption,Correlation: Tephrochronology,-38.12,176.5
360120,12409,Pelee,,NA,-300--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),14.809,-61.166
332020,10155,Mauna Loa,NE and SW rift zones,NA,-30--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),19.475,-155.608
382090,13026,Agua de Pau,Lagoa do Fogo caldera and north flank,5,-2990--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),37.77,-25.47
306030,19656,Ulreung,,NA,-2990--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),37.5,130.87
357120,12091,Villarrica,,NA,-2990--,,--,Confirmed Eruption,Correlation: Tephrochronology,-39.42,-71.93
303010,19627,Taryatu-Chulutu,Horgo cone,NA,-2980--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),48.133,99.95
370010,12473,Snaefellsjokull,SE flank (Dagverdarahraun),NA,-2970--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),64.8,-23.783
